着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id,horse_id,jockey_id,trainer_id,owner_id
3,7,14,アイヴォリーアイ,牝4,54.0,亀田温心,1:13.3,クビ,6.2,3.0,480(-2),[西] 坂口智康,202209010408,2018100813,01176,01170,065803
4,8,16,ミヤコシスター,牝5,51.0,永島まな,1:13.8,3,115.4,15.0,484(+12),[西] 浅見秀一,202209010408,2017104573,01187,00411,043700
5,4,8,ルールシェーバー,牡5,57.0,和田竜二,1:14.1,1.3/4,6.3,4.0,478(-10),[西] 北出成人,202209010408,2017109029,01018,01078,721001
6,5,10,メイショウブラボー,牝6,55.0,秋山真一,1:14.1,ハナ,64.0,10.0,458(+10),[西] 武幸四郎,202209010408,2016102190,01019,01160,523005
7,6,12,シンゼングレート,牡4,57.0,川島信二,1:14.2,3/4,88.0,12.0,470(-4),[西] 荒川義之,202209010408,2018100122,01062,01095,043030
8,5,9,ロードサージュ,牡4,57.0,川須栄彦,1:14.3,クビ,21.3,6.0,454(+6),[西] 庄野靖志,202209010408,2018102600,01128,01087,170800
9,7,13,テーオールノワール,セ4,57.0,荻野琢真,1:14.4,1/2,162.2,16.0,496(-3),[西] 梅田智之,202209010408,2018102350,01112,01084,304008
10,1,1,ニホンピロジャック,牡4,57.0,和田翼,1:14.4,クビ,40.4,7.0,472(-2),[西] 大橋勇樹,202209010408,2018104164,01146,01065,985001
11,3,5,レッドフランカー,牡4,57.0,坂井瑠星,1:14.5,クビ,6.0,2.0,472(-6),[西] 音無秀孝,202209010408,2018105096,01163,01002,180800
12,8,15,タンバオー,セ4,57.0,藤岡佑介,1:15.0,3,48.1,9.0,482(-6),[西] 千田輝彦,202209010408,2018100526,01093,01120,246033
13,6,11,メイショウアマギ,牡6,57.0,高倉稜,1:15.1,1/2,68.3,11.0,496(+2),[西] 大橋勇樹,202209010408,2016102144,01130,01065,523005
14,4,7,フライングバレル,牝4,55.0,太宰啓介,1:15.3,1.1/4,92.7,13.0,472(-2),[西] 安田隆行,202209010408,2018102586,01037,00438,170800
15,3,6,テイエムメロディー,牝6,55.0,鮫島克駿,1:15.9,3.1/2,113.2,14.0,490(-8),[西] 木原一良,202209010408,2016101901,01157,01033,356002
16,1,2,セイレーン,牝4,55.0,中井裕二,1:16.1,3/4,42.1,8.0,410(+4),[西] 佐々木晶,202209010408,2018101573,01141,00429,905007
1,4,4,スギノマジェスティ,牡4,56.0,岩田望来,1:55.6,,2.8,2.0,474(+8),[西] 上村洋行,202209010409,2018102902,01174,01168,053803
2,5,5,イルミネーター,牡5,57.0,太宰啓介,1:56.6,6,14.8,4.0,496(-2),[西] 羽月友彦,202209010409,2017105895,01037,01091,851007
3,8,9,イツカハシャチョウ,牡4,56.0,和田竜二,1:57.1,3,2.1,1.0,500(-4),[西] 吉田直弘,202209010409,2018102279,01018,01101,756800
4,3,3,アドマイヤビーナス,牝6,55.0,鮫島克駿,1:57.3,1.1/4,5.5,3.0,502(+6),[西] 梅田智之,202209010409,2016104724,01157,01084,535031
5,8,8,ファイヴレター,牡5,57.0,斎藤新,1:57.4,クビ,27.4,7.0,470(-2),[東] 佐藤吉勝,202209010409,2017102043,01178,01035,389008
6,1,1,フェブタイズ,牡6,57.0,坂井瑠星,1:57.4,クビ,22.6,6.0,520(0),[西] 川村禎彦,202209010409,2016102571,01163,01003,542008
7,6,6,マイネルイリャルギ,牡5,57.0,川須栄彦,1:58.0,3.1/2,68.0,9.0,518(-4),[東] 高橋裕,202209010409,2017101877,01128,00412,546800
8,7,7,ペイシャオウユー,牝4,54.0,亀田温心,1:58.3,1.3/4,19.4,5.0,464(-6),[東] 石栗龍彦,202209010409,2018103755,01176,01043,163002
9,2,2,メイショウフォイル,牡5,57.0,国分優作,1:59.2,5,30.3,8.0,510(0),[西] 南井克巳,202209010409,2017105794,01125,01049,523005
1,3,3,シャーレイポピー,牝4,55.0,鮫島克駿,1:35.3,,3.9,2.0,438(+8),[西] 石坂公一,202209010410,2018104977,01157,01166,486800
2,2,2,フラーズダルム,牝4,55.0,坂井瑠星,1:35.5,1.1/4,7.8,4.0,496(+4),[西] 松永昌博,202209010410,2018105017,01163,01083,790005
3,1,1,レッドアルマーダ,セ6,57.0,木幡育也,1:35.6,1/2,20.7,6.0,542(+2),[東] 藤沢和雄,202209010410,2016102038,01167,00386,180800
4,4,4,トオヤリトセイト,牡6,57.0,斎藤新,1:35.7,1,15.6,5.0,494(+10),[西] 松下武士,202209010410,2016105060,01178,01149,634033
5,8,8,ソウルトレイン,牡5,57.0,横山典弘,1:35.8,クビ,6.3,3.0,492(+2),[西] 昆貢,202209010410,2017104068,00660,01044,271008
6,5,5,ディヴィーナ,牝4,55.0,藤岡佑介,1:35.8,クビ,1.8,1.0,420(+4),[西] 友道康夫,202209010410,2018104947,01093,01061,006030
7,6,6,ミエノウインウイン,セ7,57.0,太宰啓介,1:36.0,1.1/4,80.5,8.0,482(-4),[西] 高橋亮,202209010410,2015104300,01037,01136,414030
8,8,9,ハッシュゴーゴー,牝6,55.0,松山弘平,1:36.7,4,35.0,7.0,462(0),[西] 荒川義之,202209010410,2016105144,01126,01095,310007
9,7,7,シホノフォルテ,セ6,57.0,川又賢治,1:37.9,7,148.2,9.0,502(-4),[西] 杉山佳明,202209010410,2016104219,01166,01178,262033
1,8,16,ジャスティン,牡6,58.5,坂井瑠星,1:11.6,,4.4,2.0,502(-2),[西] 矢作芳人,202209010411,2016102781,01163,01075,268008
2,3,6,リュウノユキナ,牡7,58.0,岩田望来,1:11.6,アタマ,2.3,1.0,510(+2),[東] 小野次郎,202209010411,2015106125,01174,01125,099031
3,2,3,ロイヤルパールス,牡7,56.0,宮崎北斗,1:11.7,クビ,52.7,11.0,528(-2),[西] 池添兼雄,202209010411,2015101281,01118,01021,018700
4,5,9,レシプロケイト,牡6,55.0,斎藤新,1:11.7,ハナ,11.5,4.0,514(+4),[西] 鮫島一歩,202209010411,2016103291,01178,01046,003060
5,1,1,デュアリスト,牡4,56.0,鮫島克駿,1:11.8,3/4,12.4,5.0,508(+4),[西] 安田隆行,202209010411,2018105158,01157,00438,226800
6,6,11,ロードエース,牡7,54.0,川須栄彦,1:12.1,1.3/4,161.6,14.0,500(+4),[西] 松下武士,202209010411,2015105225,01128,01149,170800
7,6,12,スマートアルタイル,牡7,56.0,横山典弘,1:12.1,アタマ,8.0,3.0,484(+2),[西] 小崎憲,202209010411,2015105740,00660,01085,007803
8,8,15,スペクタクル,牡4,54.0,藤井勘一,1:12.2,クビ,18.7,8.0,500(0),[東] 武藤善則,202209010411,2018104221,05525,01064,852030
9,2,4,ミスズグランドオー,牡4,54.0,藤岡佑介,1:12.2,クビ,16.3,6.0,490(0),[東] 伊藤圭三,202209010411,2018103724,01093,01023,382004
10,4,8,メイショウアリソン,牡8,54.0,太宰啓介,1:12.5,1.1/2,99.5,12.0,504(+4),[西] 池添兼雄,202209010411,2014103571,01037,01021,523005
11,4,7,ヨシオ,牡9,55.0,亀田温心,1:12.5,アタマ,101.2,13.0,500(+18),[西] 森秀行,202209010411,2013103671,01176,00427,258031
12,7,14,スナークライデン,牡8,54.0,服部寿希,1:12.8,1.3/4,268.1,16.0,496(-6),[西] 川村禎彦,202209010411,2014100190,01172,01003,478030
13,3,5,サンライズカラマ,牡8,53.0,藤懸貴志,1:13.2,2.1/2,236.3,15.0,498(-6),[西] 石坂公一,202209010411,2014103603,01138,01166,306008
14,5,10,ショウナンアニメ,牡5,54.0,中井裕二,1:13.2,クビ,28.1,10.0,510(+14),[西] 吉村圭司,202209010411,2017105389,01141,01130,679800
15,7,13,シンシティ,牝5,52.0,田中健,1:13.9,4,20.8,9.0,474(+10),[西] 木原一良,202209010411,2017102914,01114,01033,180033
16,1,2,ジャスパープリンス,牡7,57.0,松山弘平,1:14.2,2,17.3,7.0,500(+4),[西] 森秀行,202209010411,2015110073,01126,00427,672033
1,5,7,サトノラムセス,牡4,57.0,鮫島克駿,1:34.6,,2.4,1.0,470(+4),[西] 橋口慎介,202209010412,2018100394,01157,01154,075803
2,1,1,シャンブル,牝4,55.0,和田竜二,1:34.6,クビ,5.1,3.0,482(+2),[西] 吉村圭司,202209010412,2018100389,01018,01130,888800
3,8,13,アトリビュート,牝5,55.0,坂井瑠星,1:34.7,クビ,4.3,2.0,458(+6),[西] 高野友和,202209010412,2017105522,01163,01117,506800
4,4,5,ジャッカル,牡4,57.0,藤岡佑介,1:34.8,3/4,10.5,5.0,502(-2),[西] 吉岡辰弥,202209010412,2018106881,01093,01176,686006
5,8,14,テーオーアマゾン,牡6,57.0,秋山真一,1:34.9,1/2,52.2,10.0,492(+2),[西] 浜田多実,202209010412,2016106582,01019,01138,304008
6,7,12,アルメイダミノル,牡4,56.0,亀田温心,1:34.9,1/2,41.4,9.0,528(-10),[西] 北出成人,202209010412,2018105833,01176,01078,265008
7,2,2,サヴァイヴ,牡5,57.0,国分優作,1:35.0,1/2,40.1,8.0,470(-2),[西] 清水久詞,202209010412,2017101804,01125,01110,723033
8,6,10,サンディレクション,牡6,57.0,岩田望来,1:35.5,3,71.6,11.0,478(-14),[西] 千田輝彦,202209010412,2016105457,01174,01120,854800
9,3,4,メイショウカミシマ,牡8,57.0,太宰啓介,1:35.5,クビ,136.5,13.0,476(+4),[西] 石橋守,202209010412,2014104329,01037,01140,523005
10,7,11,ファルヴォーレ,牡4,57.0,斎藤新,1:35.6,1/2,14.1,6.0,472(+18),[西] 高橋義忠,202209010412,2018102910,01178,01129,053803
11,4,6,ペールエール,牡5,57.0,横山典弘,1:35.8,1.1/4,8.3,4.0,514(+4),[西] 安田隆行,202209010412,2017105196,00660,00438,675030
12,3,3,ブレイニーラン,牡7,57.0,松山弘平,1:35.9,1/2,29.4,7.0,486(-4),[西] 畑端省吾,202209010412,2015104974,01126,01188,506800
13,6,9,ベストクィーン,牝6,55.0,中井裕二,1:36.0,1/2,256.6,14.0,436(-4),[西] 茶木太樹,202209010412,2016100634,01141,01181,307033
14,5,8,キボウノダイチ,セ7,57.0,和田翼,1:36.2,1.1/4,120.8,12.0,508(+24),[西] 畑端省吾,202209010412,2015102942,01146,01188,372008
1,2,3,エアフォースワン,牡3,56.0,菱田裕二,1:46.8,,6.9,3.0,452(-4),[西] 大根田裕,202210020401,2019103506,01144,01032,311030
2,7,13,リースタル,牝3,53.0,秋山稔樹,1:46.8,アタマ,153.9,12.0,432(-4),[西] 森田直行,202210020401,2019103017,01181,01142,373008
3,4,7,ソルトゴールド,牡3,56.0,富田暁,1:47.5,4,12.0,5.0,508(0),[西] 木原一良,202210020401,2019102661,01168,01033,781033
4,6,12,サトノキリンジ,牡3,56.0,津村明秀,1:47.6,3/4,36.6,6.0,448(+4),[西] 平田修,202210020401,2019106380,01092,01082,075803
5,5,10,トラーパニ,牝3,54.0,西村淳也,1:47.8,1.1/4,3.2,2.0,454(-4),[西] 上村洋行,202210020401,2019101053,01171,01168,138007
6,3,6,グレイトショーマン,牡3,53.0,松本大輝,1:47.8,クビ,2.1,1.0,522(+2),[西] 新谷功一,202210020401,2019104208,01191,01172,370008
7,8,15,ドンシャーク,牡3,56.0,団野大成,1:47.9,1/2,7.7,4.0,490(+2),[西] 今野貞一,202210020401,2019102005,01180,01128,440006
8,2,4,ショットオブザデイ,牡3,53.0,角田大和,1:48.2,1.1/2,44.6,8.0,454(+14),[西] 四位洋文,202210020401,2019101694,01186,01184,477033
9,1,1,ゴールドペアン,牡3,56.0,酒井学,1:48.5,1.3/4,39.6,7.0,462(+6),[西] 谷潔,202210020401,2019102423,01034,00431,342803
10,8,16,デルマドワーフ,牡3,56.0,勝浦正樹,1:48.5,アタマ,133.4,11.0,450(+2),[東] 村田一誠,202210020401,2019102122,01025,01190,274002
11,7,14,キューバンピート,牡3,55.0,泉谷楓真,1:48.6,1/2,128.9,10.0,476(-2),[西] 野中賢二,202210020401,2019102488,01182,01098,943030
12,1,2,ウォーターアイアイ,牝3,54.0,国分恭介,1:48.6,ハナ,248.0,14.0,430(0),[西] 岡田稲男,202210020401,2019104043,01124,01066,312006
13,6,11,ハクアイボリイ,牡3,56.0,小崎綾也,1:48.9,1.3/4,109.7,9.0,470(0),[西] 川村禎彦,202210020401,2019103732,01152,01003,752006
14,4,8,セリガチ,牡3,54.0,山田敬士,1:49.4,3,381.0,15.0,472(+10),[東] 小桧山悟,202210020401,2019100502,01173,01005,615030
15,5,9,ラビットライト,牝3,51.0,小林凌大,1:50.1,4,232.0,13.0,432(0),[東] 宗像義忠,202210020401,2019101218,01177,00420,371009
除,3,5,トキノファースト,牡3,53.0,原優介,,,---,,476(-2),[東] 小桧山悟,202210020401,2019107036,01184,01005,443030
1,6,11,ダイム,牝3,54.0,横山和生,2:02.9,,3.7,2.0,440(-2),[西] 昆貢,202210020402,2019103838,01140,01044,706033
2,3,4,カンティプール,牝3,54.0,団野大成,2:03.1,1,3.1,1.0,478(-4),[西] 渡辺薫彦,202210020402,2019104703,01180,01155,415800
3,8,14,ゴルトシュミーデ,牝3,51.0,松本大輝,2:03.7,4,34.2,10.0,432(-8),[西] 村山明,202210020402,2019104839,01191,01107,310007
4,5,9,ゲーテローズ,牝3,54.0,勝浦正樹,2:04.4,4,3.8,3.0,440(+4),[西] 武英智,202210020402,2019105568,01025,01161,226800
5,6,10,ルージュアルル,牝3,54.0,津村明秀,2:04.5,3/4,10.8,4.0,446(0),[東] 国枝栄,202210020402,2019105659,01092,00399,180800
6,7,13,ラエール,牝3,54.0,藤岡康太,2:04.6,クビ,26.3,9.0,414(0),[西] 平田修,202210020402,2019106851,01116,01082,015008
7,7,12,ヴァンデスト,牝3,54.0,丹内祐次,2:04.9,1.3/4,67.7,12.0,400(+2),[東] 松山将樹,202210020402,2019100740,01091,01100,546800
8,8,15,ジェンヌ,牝3,54.0,古川吉洋,2:05.1,1.1/2,22.8,7.0,416(-4),[西] 安達昭夫,202210020402,2019105480,01015,01042,199031
9,2,2,シズオウ,牝3,51.0,原優介,2:05.4,1.3/4,209.9,14.0,438(-4),[東] 竹内正洋,202210020402,2019106555,01184,01152,044803
10,3,5,エンチャント,牝3,54.0,富田暁,2:05.5,1/2,54.7,11.0,420(+4),[西] 高橋義忠,202210020402,2019103022,01168,01129,373008
11,1,1,リアンスカイ,牝3,54.0,加藤祥太,2:05.8,1.1/2,26.2,8.0,434(-2),[西] 庄野靖志,202210020402,2019101375,01156,01087,337030
12,4,6,シロン,牝3,54.0,西村淳也,2:06.0,1.1/4,13.6,5.0,512(-2),[西] 高柳大輔,202210020402,2019102137,01171,01159,682033
13,2,3,カルチェリノイオリ,牝3,54.0,丸山元気,2:07.0,6,20.7,6.0,440(+4),[東] 粕谷昌央,202210020402,2019105750,01127,01096,457002
14,5,8,レアリアルノーヴ,牝3,51.0,小林凌大,2:07.8,5,307.6,15.0,466(-10),[東] 伊藤伸一,202210020402,2019102796,01177,01031,884033
15,4,7,ラティツィア,牝3,51.0,角田大和,2:12.0,大,154.9,13.0,488(+4),[西] 中竹和也,202210020402,2019100611,01186,01039,788800
1,5,8,ビーアイフェリペ,牡4,57.0,菱田裕二,0:58.8,,7.1,3.0,516(+20),[西] 新谷功一,202210020403,2018102660,01144,01172,446007
2,6,9,ウェーブメジャー,牡4,57.0,藤岡康太,0:58.9,1/2,12.2,5.0,476(+2),[西] 中尾秀正,202210020403,2018103087,01116,01069,786002
3,7,11,ユスティニアン,牡4,56.0,泉谷楓真,0:58.9,クビ,5.6,2.0,426(-6),[西] 新谷功一,202210020403,2018103551,01182,01172,851009
4,8,14,メイショウゼッケイ,牝6,52.0,原優介,0:59.0,3/4,24.4,7.0,422(-10),[西] 梅田智之,202210020403,2016101711,01184,01084,523005
5,3,4,スターオブスパーダ,牡4,57.0,城戸義政,0:59.3,1.1/2,79.5,10.0,448(+26),[西] 荒川義之,202210020403,2018103170,01147,01095,791033
6,4,6,クリノパイソン,セ4,56.0,秋山稔樹,0:59.4,3/4,44.5,9.0,480(-2),[東] 蛯名利弘,202210020403,2018101216,01181,01131,970006
7,2,2,アスカロン,牡4,54.0,松本大輝,0:59.5,1/2,1.7,1.0,482(0),[西] 森秀行,202210020403,2018110118,01191,00427,329803
8,3,3,ヒヤ,牡4,54.0,角田大和,0:59.5,アタマ,8.6,4.0,456(+6),[西] 鮫島一歩,202210020403,2018101232,01186,01046,178033
9,4,5,クリオズナ,牝4,55.0,団野大成,0:59.6,クビ,21.4,6.0,440(+4),[西] 浜田多実,202210020403,2018105247,01180,01138,226800
10,7,12,ダイメイソテツ,牡4,54.0,小林凌大,0:59.7,1/2,153.4,12.0,524(+14),[東] 中野栄治,202210020403,2018106729,01177,01010,688006
11,1,1,ノヘア,牝5,55.0,原田和真,0:59.7,アタマ,41.7,8.0,442(+20),[東] 伊藤大士,202210020403,2017104956,01143,01109,318803
12,5,7,ベルポート,牝6,53.0,藤田菜七,0:59.8,3/4,127.5,11.0,468(+8),[東] 勢司和浩,202210020403,2016105215,01164,01047,364030
13,8,13,ストレガ,牝5,55.0,丹内祐次,1:00.0,1.1/4,223.1,14.0,460(+4),[東] 浅野洋一,202210020403,2017101475,01091,00421,847033
14,6,10,ホイッスルヴォイス,牝5,55.0,西村淳也,1:00.8,5,173.1,13.0,462(0),[東] 大竹正博,202210020403,2017105160,01171,01102,499033
1,8,10,サンティーニ,セ7,60.0,五十嵐雄,3:13.4,,1.8,1.0,494(+6),[東] 尾関知人,202210020404,2015103138,01069,01103,102800
2,4,4,マッスルビーチ,牡6,60.0,北沢伸也,3:13.6,1.1/2,5.2,2.0,478(+4),[西] 鈴木孝志,202210020404,2016100598,00691,01111,370008
3,8,11,デストロイ,セ8,60.0,伴啓太,3:15.6,大,8.0,4.0,518(+2),[東] 高橋裕,202210020404,2014106286,01149,00412,951033
4,5,5,メイショウアツイタ,牡4,59.0,難波剛健,3:16.8,7,5.9,3.0,496(+4),[西] 高橋義忠,202210020404,2018105731,01066,01129,523005
5,2,2,ロードリスペクト,牡4,59.0,中村将之,3:17.2,2.1/2,76.2,10.0,486(0),[西] 浅見秀一,202210020404,2018106583,01101,00411,170800
6,6,7,アポロファントム,牡5,60.0,金子光希,3:17.3,3/4,15.3,5.0,470(0),[東] 鈴木伸尋,202210020404,2017104113,01052,01026,033700
7,7,8,フルネーズ,牡4,59.0,草野太郎,3:18.1,5,40.7,8.0,518(0),[東] 小笠倫弘,202210020404,2018104911,01113,01076,808800
8,1,1,シーニッククルーズ,牡4,59.0,西谷誠,3:18.9,5,26.4,7.0,500(-2),[西] 武幸四郎,202210020404,2018105009,01005,01160,486800
9,6,6,ミッキーセサミ,牡4,59.0,小野寺祐,3:19.3,2.1/2,43.9,9.0,490(-2),[東] 菊沢隆徳,202210020404,2018105378,01123,01115,441007
10,3,3,フォスキーア,セ4,59.0,蓑島靖典,3:23.2,大,178.5,11.0,488(+2),[東] 和田勇介,202210020404,2018104562,01068,01165,104031
11,7,9,タマモアポローン,牡6,60.0,平沢健治,3:27.2,大,16.0,6.0,522(+2),[西] 五十嵐忠,202210020404,2016105560,01067,00422,515800
1,8,17,スクリーンショット,牝3,54.0,丹内祐次,1:10.4,,2.0,1.0,496(0),[東] 杉浦宏昭,202210020405,2019104930,01091,01008,880033
2,4,8,ディスフルタール,牝3,51.0,原優介,1:10.9,3,95.0,14.0,440(-10),[東] 小桧山悟,202210020405,2019107044,01184,01005,238009
3,3,6,ショウナンナージャ,牝3,54.0,勝浦正樹,1:11.0,クビ,75.1,12.0,442(+2),[西] 池添兼雄,202210020405,2019101984,01025,01021,331002
4,7,15,ベニテマリ,牝3,51.0,小林凌大,1:11.1,3/4,19.2,7.0,430(0),[西] 西園正都,202210020405,2019104469,01177,01028,808800
5,7,14,テイエムラトーヌ,牝3,54.0,酒井学,1:11.1,クビ,52.6,11.0,428(-2),[西] 飯田雄三,202210020405,2019103426,01034,01050,356002
6,1,1,ラッキークローバー,牝3,54.0,原田和真,1:11.2,クビ,50.3,10.0,440(0),[東] 田村康仁,202210020405,2019101454,01143,01027,087803
7,5,10,シナモンロール,牝3,54.0,横山和生,1:11.4,1.1/4,7.0,3.0,432(-2),[東] 小野次郎,202210020405,2019106755,01140,01125,629800
8,2,4,ブライトオンベイス,牝3,54.0,西村淳也,1:11.7,1.3/4,27.6,9.0,410(-8),[西] 清水久詞,202210020405,2019105846,01171,01110,547800
9,6,11,イデアノキセキ,牡3,55.0,秋山稔樹,1:11.8,1/2,23.4,8.0,446(+2),[東] 金成貴史,202210020405,2019103938,01181,01132,949030
10,5,9,ロッホローモンド,牡3,56.0,富田暁,1:11.8,クビ,9.4,4.0,444(-8),[西] 須貝尚介,202210020405,2019101934,01168,01105,882800
11,7,13,メイショウジェゼロ,牝3,54.0,城戸義政,1:11.9,アタマ,257.2,17.0,456(-2),[西] 石橋守,202210020405,2019104084,01147,01140,911008
12,2,3,タマモサウルス,牡3,55.0,泉谷楓真,1:11.9,1/2,17.8,6.0,444(-6),[西] 南井克巳,202210020405,2019105855,01182,01049,515800
13,6,12,スンヌンタイ,牝3,54.0,津村明秀,1:12.0,クビ,6.2,2.0,502(0),[東] 岩戸孝樹,202210020405,2019102155,01092,01051,855030
14,3,5,サバイバルダンス,牝3,52.0,山田敬士,1:12.3,1.3/4,241.3,16.0,406(+2),[東] 和田雄二,202210020405,2019109114,01173,01143,615030
15,4,7,ワールドブルックス,牡3,53.0,角田大和,1:12.5,1.1/4,303.6,18.0,486(-6),[西] 本田優,202210020405,2019101259,01186,01099,694008
16,8,18,チャーミーアイズ,牝3,51.0,松本大輝,1:12.9,2.1/2,93.5,13.0,424(-6),[西] 羽月友彦,202210020405,2019106955,01191,01091,055700
17,8,16,メイショウイモジ,牡3,56.0,浜中俊,1:13.0,クビ,12.9,5.0,446(-8),[西] 藤沢則雄,202210020405,2019103653,01115,01041,523005
18,1,2,マイティキッチョウ,牝3,54.0,菱田裕二,1:13.1,1,134.8,15.0,432(-2),[西] 谷潔,202210020405,2019103087,01144,00431,042005
1,7,14,タガノバルコス,牡3,56.0,藤岡康太,1:51.4,,7.9,4.0,484(0),[西] 鮫島一歩,202210020406,2019100549,01116,01046,859002
2,1,2,モンステラマオ,牝3,54.0,小崎綾也,1:51.5,クビ,4.4,2.0,436(-8),[西] 小崎憲,202210020406,2019102816,01152,01085,794030
3,4,7,コルトレーン,牡3,53.0,角田大和,1:51.5,クビ,14.4,5.0,492(+4),[西] 角田晃一,202210020406,2019106577,01186,01121,010803
4,2,3,ファインバーグ,牡3,56.0,横山和生,1:51.8,1.3/4,2.4,1.0,506(-6),[西] 清水久詞,202210020406,2019101691,01140,01110,675030
5,3,5,グランドゴールド,牡3,53.0,松本大輝,1:52.0,1.1/4,25.1,7.0,440(-6),[西] 羽月友彦,202210020406,2019105908,01191,01091,464030
6,8,15,リタリエイション,牡3,56.0,西村淳也,1:52.2,1,6.1,3.0,468(0),[西] 中内田充,202210020406,2019110114,01171,01137,030060
7,6,11,ハイグッドエース,牡3,56.0,古川吉洋,1:52.2,クビ,45.5,10.0,434(0),[西] 大根田裕,202210020406,2019106647,01015,01032,142006
8,5,9,アンタゴニスタ,牡3,56.0,富田暁,1:52.4,1.1/4,46.7,11.0,498(0),[西] 牧田和弥,202210020406,2019102689,01168,01123,078006
9,8,16,ビレッジライナー,牡3,53.0,小林凌大,1:52.8,2.1/2,150.3,13.0,480(+4),[東] 土田稔,202210020406,2019102907,01177,00417,160008
10,4,8,ギャラクシーセブン,牡3,56.0,団野大成,1:53.2,2.1/2,26.3,8.0,456(0),[西] 荒川義之,202210020406,2019101854,01180,01095,087803
11,7,13,アスカノツバサ,牡3,56.0,津村明秀,1:53.4,1.1/2,15.5,6.0,482(+6),[西] 川村禎彦,202210020406,2019104364,01092,01003,489007
